,keyword,comments,polarity
12,support,"Not sure , I have ordered Croma ac as part of flash deal label on Neu app which was later cancelled , as i felt cheated by Tataâ€™s . the same product was available on another 2 platform amazon and TataCLiQ with exactly same price and sold by croma with free standard installation. Whereas when I inquired at Neu chat support they told me I need to pay installation charges. When the seller is same , brand is company owned , you are labelling it under flash sale then why such discrepancies across channel. Never expected this kind of unethical practice from brand Tata",0.10909090909090911
12,support,Great support,0.8
12,support,App is frequently stop . chat support is not answering . you cant find you wallet balance .,0.1
12,support,I got a call but no response from customer support,0.0
12,support,No response properly. Such a 0 star customer support,0.0
12,support,My problem is not resolved. My first transaction in this platform was sending money to someone. I wanted to share the payment status with that particular person but failed to do so. I tried several times but with no result. Then I tried to take a screenshot of the same but was not allowed as I was informed that this App doesn't support screenshot.,-0.016666666666666673
12,support,"Big Basket tried to deliver less quantity multiple times. not getting resolution. since I was in urgent need, accepted item pack of lesser quantity after 10 days, still the issue is pending and not getting proper response from customer support. They have harassed me",-0.03333333333333333
12,support,After market support worst compared with other competitor,-0.5625
12,support,Customers support was unable and unlible to understand my problem,-0.5
12,support,It has been more than a month but there is no revert from the customer support team. I have spoken to them multiple times and I get a 72 hour resolution promise everytime.,0.25
12,support,"I am unable to add UPI to this app from long time and referred this app to my brother as well and he too have same issue from atleast a week but when I contacted support team person, he says me to wait for 24 hrs of time and then get a error screenshot and then he will escalate it to next level support teams. I feel it really disgusting. Instead of wasting that much of time, I could have used other UPI apps which I did. I have not uninstalled this app just because of one emotional reason and that reason is that its a TATA company's app. Thanks,",-0.1416666666666667
12,support,Pathetic customer support. Ticket closed without providing any resolution. No solution updated or communicated to me. Problem still exists. I've been following up for 3 days now. Your team lacks empathy and your backend system is also not helping. I will never use Tata Neu again and make sure none of my friends use it by telling them truth about poor quality of support you guys provide.,-0.2
12,support,Very bad customer service support,-0.9099999999999998
12,support,Hopeless customer care support team .,0.0
12,support,Tataneu has Worst support team,-1.0
12,support,"I received a damaged piece, it took a little time for delivery and thereafter, for installation & demo - they could have been done together, replacement piece was delivered at local store but probably they were not aware and so, delivery was delayed, customer support has promptly responded to mails without answering any question / providing specific info asked for, no commitments are being given in terms of date & time. It seems no standard times are being fixed for the series of activities such that in case one exceeds it, it is highlighted & escalated to higher level, it seems no one monitors the delivery process. 10 days are passed but still the process has not been completed. Local stores conveyed that no service will be available on Sunday which is not acceptable. Despite this, delivery as well as installation & demo were delivered on Sunday",0.04375
12,support,I am not able to register Tata pay everything is correct from my side. I am fed up with asking help from customer care support every single day still I am having the same problem,-0.10714285714285714
12,support,Please change your courier partner Blue Dart. I have still not received my ordered AC . No perfect answer at customer support.,-0.25
12,support,Good supporting,0.475
12,support,The mail received from customer support shows that he never read the mail sent by me with his own ideas towards the customer,0.6
12,support,The customer support executive was unable to provide me the tracking details for my order,-0.5
12,support,"The customer service executive was very supportive and understood my problem. However my concern was not resolved on time. Rather, it took 17 days to get my refund back. Extremely dissatisfied.",0.17500000000000002
12,support,Customer care support doesn't know the the actual which was raised.,0.0
12,support,"Your support and application are not upto mark, you have to improve alot to sustain in Indian market ( I have always wished that the app always sustains as it is an indigenous app) where we have the best ecommerce platforms like Amazon and Flipkart & providing world class services",1.0
12,support,"i didnt receive the resolution for my request, customer support personnel gave me a wrong resolution which has not reflected later in my account",-0.25
12,support,Customer Care number is not Toll free. Have to search in google to fine customer care number. Itâ€™s not disclosed in the orders site. Chat feature is terrible. Canâ€™t engage customer support from the chat feature bcoz options are not limited and not at all useful. Better remove chat option.,0.10873015873015872
12,support,"Very bad customer support. Issue was not resolved in chat, was told, I will receive a call, never received any call.",-0.9099999999999998
12,support,Amount deducted from my account and order was not placed. After raising same issue several time i am not able to get my money back even after almost a month. Query is always getting resolved without actually resolving it. Very bad customer support and will not recommend any one to use this app again.,-0.19333333333333327
12,support,"The app is in developing stage and certain hiccups unavoidable. thus i would stick to it with expecting it to be near its potential. However customer support need to be more responsive, responsible and realistic about resolving the issues.",0.19682539682539682
12,support,The above feedback is for your chat support team.,0.0
12,support,"Almost a month has passed since the money has been debited but there are no signs of issuing refund, concern is every time i ask support they are just escalating but nothing else is happening and if it is i m not aware of anything. there is no call support option as well",-0.125
12,support,"For my first ever transaction on the App, the coins werenâ€™t credited as per the promised TAT. When I raised the query with customer support, they had no clue when will the problem be solved and the TAT given by them was also not adhered to. Pathetic customer service support",-0.375
12,support,Third class support,0.0
12,support,I think chat support is there for just name sake and they are not proper in helping the needs correctly. I think they don't have resources to execute commands.,0.0
12,support,I have contacted the customer support 3 times but the issue were not solved,0.0
12,support,Asked for support to extend validity of neucoins but denied upfront.,0.0
12,support,Very disappoint not properly support not my query solve,0.1
12,support,Worst premium support,-1.0
12,support,Very nice customer service support. Strongly agree to share every person,0.6066666666666667
12,support,Crap app and bad support.,-0.75
12,support,"Worst customer support. No intention to help. Just repeat same answer like a Bot. TataNeu can never compete Amazon,Flipkart in next 100 years also.",-0.3333333333333333
12,support,"No help provided by the on call support executive, I want to return defective item and get replacement but he was saying there is no stock currently but on croma I can see that stock of same model is available. I request you to help me to get replacement created",0.13333333333333333
12,support,Excellent Customer service support,1.0
12,support,Excellent Customer service support,1.0
12,support,"Me being the TCS employee, I feel really disappointed for using tata Neu and also feeling bad for recommending it to my friends. I reached out to tata neu chat support and twitter support as I didnt get the neu coins for the product I purchased from croma store on May 6th (Invoice:SLA095001514772). Almost 10 days. no point in reaching out to customer care. I dare how they send for customer service feedback without resolving the issue.",-0.7249999999999999
12,support,"The staff was very supportive but your billing system takes forever, I believe coz of the slow server.",0.175
12,support,Giving me by good support & received my calls Tatanew,0.7
12,support,Totally pathetic support. You can say it's waste of time to get in touch with you,-0.6
12,support,Very poor experience. Commitments not met and support is a disgrace,-0.52
12,support,"I have an issue related to payment, it is still not solved after 2 1/2 days. Transaction was successful and money got debited from my account, but the order is still not placed. Iâ€™ve been chasing support, but they give a generic reply to wait for 72 hrs or that they are working on my request with utmost importance. How difficult is it to verify my transaction details in your database and place the order or resolve my issue, if the payment is successful. Horrible service, if i knew the whole experience would be this bad, i never wouldâ€™ve ordered from tataneu again.",-0.06249999999999998
12,support,"My order has not been actually delivered but it's showing delivered, This is serious issue and customer support wasn't even trying to understand what I'm trying to say it's been 4 days now worst experience ever, I'm shifting to Jio Mart permanently",-0.4444444444444444
12,support,"When I was talking with Customer Service Representative He correctly not given reply also ,,,too much late reply. Next he told me to Resolve my issue i have to write âœï¸ the email to customer support team ,,,then why he is working the customer service. Stil my issue is pending",-0.15
12,support,The gentleman did not have sufficient knowledge to support.,0.0
12,support,Called 3 times in 4 days for the same issue and still not satisfied with the support. Donâ€™t expect such pathetic support from TataNeu.,-0.3125
12,support,"I had already cancelled my order, however M/s CROMA is not yet refunded my principal amount 18191 . Moreover they have initiated EMI also forcefully deducted an another amount of 199/- as processing charges. Several times requested them to refund my full amount 18390/- (18191+199) but unfortunately I am sorry to inform you that requires action is not yet been taken by CROMA and unnecessary they are harrassing me like anything. Whenever I am contacting with them they are simply creating a new ticket against my complaint but ultimate result is ZERO. Really fed up with your customer support.",-0.04136363636363637
12,support,Amazon jaisa aapka app customers ko support nahi karata bahut dikkat deta hai eslia maine app uninstall kiya,0.0
12,support,Not support properly for customers,0.0
12,support,My simple concern was to Change my Name as it was incorrect and taken automatically by the app. I have no idea how an application takes false name automatically. It was very simple query that can be addressed easily by the huge firm like Tata. But I had to delete all my tata accounts for this issue. How bad can an application be. Pathetic experience. Poor support and bad experience with Tata Neu.,-0.25666666666666665
12,support,Quick support,0.3333333333333333
12,support,Quock support,0.0
12,support,Quick support,0.3333333333333333
12,support,from one week I am regular calling you support staff but not single one of them have resolved my issue completely still my loan is not credited in my account,0.045238095238095244
12,support,"Since last 2 day I , I am facing trouble to cancel my order. there is no customer support team, cancellation of product is not available on the tata neu application.",-0.13333333333333333
12,support,"App is dead slow with your neu N graphics and eats up cache and memory. not able to upload the screenshot of tataneu order screen app crashed 8 times during upload. Basically this should be accessible by the agent instead of asking it from customer. Emailed the image in parallel but support agent not have access to email as email and chat support are not integrated . poor process, system, beta app with lots of memory issues. problem status not updated till now, no email or sms from Tata Neu app after order is placed but it just directs to Bigbasket app or 1mg app just act like a messenger in between poorly managed .",-0.16785714285714287
12,support,"There are lot of issues at the core product design in Neu App. I tried suggesting the customer care for an improvement in future and they say 'this is how it works'. Well, I know how crappy currently it is and that's why I sent a suggestion but typically 'thats not a customer support issue' attitude.",-0.05555555555555555
12,support,"So many terms and conditions for earning 5% neu coins. When asked for those, no response from the customer support.",0.5
12,support,I agree that I got good support from customer care and my issue was resolved too. Thank you TATA NEU,0.7
12,support,"30 April & 5 May I purchased from Croma Calicut around 90000rs ; Store team told me Tata neu coins will added within 15 days ; very disappointed to say nothing will credited from any where, itâ€™s very cheating from the Tata side, Calicut manager and sales team not support, No one knows offers or coins details, I have lots of Corparate orders, I want to purchase from Croma or any Tata concerns,but these types of ambiance and attitude No need future buy from Croma; Sales staff as billing staff ;need improve the knowledge of offers and neu coins , TATA is a major leading company in our country So sadly said that Customer satisfaction nothing. Sadly say that I will never purchase from Tata Croma anymore.",-0.18906250000000002
12,support,"I purchased a mobile phone from Tata neu app. Instead of getting 5 neu coins per 100, I got less. I also emailed a video (which I had to make as this thing has he opened earlier to me also) to the customer care team. It clearly shows I have purchased from Tata neu, still the customer care is disagreeing an saying that I have purchased from Croma website. If you see my history of purchases, I have been buying a lot of items from Tata neu. I am not happy with the current status of my problem. Tata neu has less varieties and higher costs in some items, still supporting the app as itâ€™s made in India. But if the customer care wonâ€™t support properly, I am not likely to suggest this to my friends. Thanks.",0.0066666666666666706
12,support,1. Difficult and slow response for chat support window. 2. No email received for orders places and had to open app every time to check list of items. 3. There should be option of calling customer back to discuss any concerns. 4. Product quality not upto the mark despite of premium prices. 5. One Tshirt was placed as Large size but delivered as Medium. 6. One shirt which was delivered was not having one button. 7. I am requesting to deliver on 22nd May but no update yet. 8. Need to work and update app for seamless usage and customer friendly. Good luck .,0.07366071428571427
12,support,"Your services and representetive are not supportive. Fake commitments provided all time without giving any resolution. Pathetic service i have ever seen. 1 is a lowest number, i qm going to give you -100 if it is there.",-0.5833333333333334
12,support,Iâ€™ve asked to cancel my order just after placing it. But it delivered to me inspire support executives told me that they will cancel my order from Amin.,0.0
12,support,The Customer Service Representative do not have product knowledge and proper training has to be given to them. The user interface is ugly and support team is below average.,-0.2833333333333333
12,support,"Useless support, without resolution asking for feedback",-0.5
12,support,"I am really fed up with your such generic response every time / day. Since last one(1) week I am hearing from your team, that your team is working hard on my case and they will get back to me within 72 hrs. . Don't know from where your 72hrs. will be completed . Can you specifically mention why I am not getting my deserve refund yet . when refund time TAT is already expired / due . How much more time do you want consume from me . Why you are holding customer's money like this way . I am not at all happy on your pathetic service and such pathetic customer support is beyond of my imagination from TATA like an organisation. I have already given enough time to you , now I want my money refund immediately. Please arrange to refund my money by today and also close my EMI account by today positively without any further excuses and avoid further mentally harrassment to your customer.",-0.04643493761140819
12,support,As usual pathetic service from tata support service,-0.625
12,support,As usual pathetic it support service from Tatas,-0.625
12,support,Defective Jabra ear phones delivered . no replacement given but refund will be processed in 5-7 days which is poor customer support. need to improve on the turn around times,-0.4
12,support,"It is a great initiative. Just need to fix some bugs and app speed issue. At support end, need to train for better response rather than just saying uninstall and install the app. Rest, I am very proud of Tata Neu App - Desh ka App,",0.7666666666666666
12,support,"Please confirm my order status or kindly refund back transaction ASAP , itâ€™s been 3 days awaited and no visibility still, appreciate your earliest support .",0.3
12,support,Only able to read whatever information is available on app. Anyone can refer the app. What is the point of customer support then. No idea about query and no resolution provided.,0.3
12,support,Only able to read whatever information is available on app. Anyone can refer the app. What is the point of customer support then. No idea about query and no resolution provided.,0.3
12,support,I am not sure why you are asking for feedback without any customer support person calling.,-0.25
12,support,Tata neu is not having a support from customer care,0.0
12,support,Pathetic platform so as pathetic support,-1.0
12,support,One of the worst customer support . unable to resolve issues though asking to give feed back . sending defective products . Pathetic service. donâ€™t recommend any one to buy products in this platform,-0.625
12,support,Very very poor support,-0.52
12,support,"Had placed an order on Taj Yeshwantpur through the Qmin app for delivery between 12:00 and 12:30. It seems the hotel never received the order. I called customer support at 12:45 or so, and she redirected me to the hotel. Finally, they were able to deliver at around 2:50 pm.",0.25
12,support,CC support is good but product supplied is totally Fail,0.09999999999999998
12,support,Want to return the ironbox that I bought. Submit button is not working though all fields are filled in. Close is working fine. Tarried to reach customer number provided in app and its being answered by an Ayurvedic hospital. Tried chat support and they are not knowledgeable and never return or respond. Being a Tata employee I want to try and buy products through Neu but disappointing with the app and customer service. Want some one to call me and have my return issue fixed. Order number - TC300024868635,0.07916666666666666
13,update,Simply she saying my voice is not clear.  I requested her see email sent to bigbasket and 1mg. Also informed to her when I received conformation email for update of mobile number why it is reverted.  There is no proper response simply saying my voice is not clear.  However I again sent email to Tata Neu Customer Care please see and do the needful.,-0.020000000000000004
13,update,Had to do multiple followups. Support folks were usually clueless and didn't give correct updates and information.,-0.125
13,update,"Till today my issue is not resolved yet, wrost experience with this transaction. 
Please update the status of my transaction 
Either resolve my issue or refund me 
",0.0
13,update,I just asked to update my new mobile number and it still has NOT been changed. ,0.13636363636363635
13,update,Need to update my email id,0.0
13,update,"The instore service executives at Croma Ghatkopar need to inform the customer regarding the difference in benefits of ordering through Tata Neu app prior to the purchase. even after informing the person that I use tata neu app, they did not tell me that there will be a difference in the neu points, nor did correctly update the invoice so that I can get the neupoints. I had to personally follow up and go through the process and hastle.",0.0
13,update,I have been waiting well over a month for a number update to activate UPI registration and I am still waiting after having waited for long I have called customer service and was told that some one higher up will reachout to resolve the issue for me but till now nothing has happened effectively and I strongly believe that who ever working at Customer support is using this job as standby till they get some good job and hence the customer service is so badly performing making every  customers like me to get annoyed for choosing tata neu,0.11904761904761905
13,update,Tata neu app was not updated bsnl recharge option and wallet balnce ading option also not updated,0.0
13,update,"Please update on your online billing put option of gst because i purchased every product in gst only.
  Just like Flipkart and Amazon ",0.0
13,update,I want to return a product I received. But the status not updated even after 6 days of the delivery. How will I get my refund.,0.0
13,update,"Plz update ur system,you cancelled customer order n payment give to back customers account after 18 days back",0.0
13,update,"Your customer care executive is looking the order#TC300030608681 status in the application & provide me the details. I can very well see it. However, my issue was need to know why the above mentioned order was not delivered on time & why people are not updating. Due to this reason Amazon is doing better business than TATA. Why can't I rely on TATA. area of improvements are as follows:
1. Team should update order status on time
2. Customer care executive should be provided detailed information about logistic part
3. They should have ability to connect with internal team to know real cause of the issue
4. Your customer relationship manager must review each & call to know what is happening at ground level
5. TCS should upgarde their software according to business requirements must provide escalation matrix in the NEU apps",0.16785714285714287
13,update,"Tata Neu is a great app but it will become superapp when it runs superfast speed. I am telling that because the app does not run smoothly.  
In electronics section, sometimes it runs good not very good but sometimes not. Sometimes entrie app goes on slow mode. I have been feeling laggy experience on Tata Neu. To compete with e-commerce giant , Tata nue will have to be smooth, lag free. 

My review on invoice :- I have not found any option in ordered section of the app where I can download my invoice of my product. The invoice which I gave got from Tata Neu is not in any downloadable format eg:- PDF or word etc. So I hope, In the next update  
I can see invoice features and lag free experience.
    ""Tata Neu the app for every Indian.""
     ""Tataâ™¥ï¸the brand of every Indian.""
                   Thank you.
               
",0.2530769230769231
13,update,Was looking for an update on the missing item in the order and no revert.,-0.2
13,update,I have explained my issue and shared screenshot of transaction as requested by customer care executive but still there is no update on my issue. It shows very poor and worst service by Neu support team.,-0.76
13,update,"The customer support team is really great at what theyâ€™re doingâ€¦. The only feedback I wanted to give was about the Croma website, which dosenâ€™t have the updated Tata Neu Customer Care number and this causes trouble for the customersâ€¦ Thanks",0.2
13,update,"Their must be an option to change some small changes in adress after placing the order, like until 2 hours after placing the order,and please update the tataneu application which was so slow ",-0.275
13,update,My queries are not resolved and they have closed the tickets without any updates.,-0.1
13,update,Very bad service you people taken time 72 hour resolve problem but not resolved and not update aslo,-0.9099999999999998
13,update,"It is yet to be resolved, no update on refund status ",0.0
13,update,You really need to change customer care or update them.,0.2
13,update,"The worst shopping and customer care experience ever. Never shopping from Tata Neu again. Just to get an update on my order, it took more than 72 hours. Plus my order did not even get delivered. My refund has not been initiated. The customer care executive I spoke to first did not even understand the issue and says things like because a sale is ongoing on Westside products they couldn't handle my order. If an order cannot be handled by such a big brand it's better to shut it down for good. Never shopping from you and I am going to spread the word among my friends and family as well.",0.09930555555555555
13,update,Such issue should be addressed asap. At first place customer should get updates like why and how.,0.125
13,update,When customer logging through otp why cannot he/she can update profile.  ,0.0
13,update,Very slow and not properly updated return procedure ,-0.19500000000000003
13,update,My complaint for my refund is pending from 2 months no update till yet ,-0.3
13,update,Your Tata Neu is hopeless. They could not solve my problem . Finally Bigbasket daily executive advised to update the app through play store. I did it and problem is over.,0.0
13,update,Improve packing & update your app for location and mapping issue.,0.0
13,update,"The last rating is not for Priyanka.  It is for TataNeu customer care department as whole, because it took more than 6 days with no update from any one of my phone calls and emails.",0.2333333333333333
13,update,Pathetic delivery/ lethargic status update/ service issues/ erratic app experience/ musical chairs of customer care executives. ,-0.5
13,update,"The mistake I made is I utilized tatanue to pay for my order which made everything impossible. I have cancelled the order but didnt get th response at all after the cancellation or even before the cancellation. the only reason I cancelled the order is because of tatanue payment, I got scared because I didnt get any update regarding the payment. Took 4 days to give me a response or any kind of update. Total waste of time and full worry.",0.013888888888888886
13,update,My payment deducted for i phone 11 but order not placed on 16.6.22 . I complaint on same day but still i have no update n no refund . Name like tata is working like thief.,-0.15
13,update,Your site just needs improving and update. It is slower than a snail.,0.0
13,update,Wanted to add my stay points to the pass but has not been updated yet,0.0
13,update,Totally unsatisfied as customer care executive does not have any clue on any update related to customer complaint and they always request to wait for an update from some backhand people. my complaint is still unresolved after 5 days of reporting,-0.15
13,update,Very bad experience from such a big company Following for my query since las 1 week and everytime the response is we will update within 72 hours,-0.22749999999999995
13,update,Worst team to resolve queries. It takes ages to give an update and your payment platform is pathetic.,-1.0
13,update,"Thank you very much. I've never seen a team so supportive and helpful to fix a problem. Literally you guys gave me update on situation every 2 days and worked hard to fix it. A company with immense passionate and hardworking team, hands down it's the best. I will continue submit error reports if I find any to help improve the app. Again, Thanks a lot.",0.18284722222222222
13,update,Support on maximum used android versions that is older versions should be Supported (optimized) the max. â€¢ Can share the update on new version of TATA NEU App which is optimized for older versions of android(timeline if possible). â€¢ NEU App should be optimized for lower storage versions like 4GB or 8GB or 16GB.,0.1174242424242424
13,update,My issue is not addressed at all. It has been more than a week now and there is no proper update in the app nor there is proper communication through email/SMS.,0.16666666666666666
13,update,Recently I ordered a Iphone 13 128 GB. I ordered with No Cost Emi and hdfc instant cash back offer but both of not received. I had challenges to get a update from customer care. Finally I have to return the product. it was a bad experience,-0.13999999999999996
13,update,"I have tried to get the loan amount done and gone through the online documentation process. Unfortunately, it was ended with error during the last moment and when I was in need tried the same after some days this time it took longer then expected disbursal time post issuing the sanction letter and finally it got rejected thatâ€™s what the last update post creating the hope for me. Extremely disappointed.",-0.19285714285714287
13,update,Concern raised is not addressed by the team. There is no update but complaint is closed.,-0.2
13,update,They r not updateing point I went to dubai taj exotica on 28 th may checkout on 3 rd June till date I hv not got credit in my account pls see,0.0
13,update,"Should not take 10days to resolve a matter like update of account If Pune Diamond has not sent all details of my stay as well as my innercircle/ tataneu details , there is definitely something amiss with the system",0.0
13,update,"customer care person, they didn't have the answer, simply they ask to wait and say soon as possible the will update.",0.0
13,update,"First and foremost, even after 3 months my problem stands UNRESOLVED. After 3 months of suffering, i get a update which is same as when i faced the issue. Secondly, not just a single executive, but the entire system does not have visibility of a issue reported by the customer. Every time I come back for update on the issue reported, i have to repeat the entire history of the issue. Every time i have to share the proofs again and again. Finally you have failed as a system.",-0.03571428571428571
13,update,"Hi Priyanka Naidu, Thank you for reaching out to me, What part of the e mail you did not comprehend in the below e mail, that you are updating me about your records. â€œI called up Bigbasket and they confirmed that my TCS ID pandey. vikas3@tcs. com is linked to Mayank Hoodaâ€ Highly irresponsible / inept articulation of the problem and definition of the solution. Regards, Vikas From: TataNeu Customer Care Sent: Friday, April 1, 2022 1:49 PM To: VIKAS PANDEY Subject: Re: Old Ticket ID: 438417- Registration on Tata Neu ""External email. Open with Caution"" Hi Vikas, Thank you for reaching out to us, We're always here to assist you. We have reviewed your account and can assure you that your credentials are updated correctly with us. Request you to check your profile on TataNeu App after logout and then login. Your details are updated as follows in our records. Name: Vikas Pandey Email: pandey. vikas3@tcs. com Contact: 9819752509 In case you still see the some other name after logging in to the TataNeu app, request you to please share a screenshot for us to escalate this further. Your relationship with us is extremely important. We highly appreciate your patience and understanding in this matter. Feel free to reach out to us at customercare@tataneu. com or 1800-20-8282638 for any feedback, questions, or concerns. Keep Exploring TataNeu. Thanks and Regards, Priyanka Naidu TataNeu Customer Care 655948:1499020 Dear Sweta Kumari, I am really annoyed by the customer service done by Tata Neu. The list of service request (437707, 438417, 432141, 488218, 488219 and 495159) and trailing e mails. I called up Bigbasket and they confirmed that my TCS ID pandey. vikas3@tcs. com is linked to Mayank Hooda I am surprised for last 2 months you all have not taken/reported any action against Mayank Hooda. Please take legal action against Mayank Hooda (mobile 7015917384) he seems to be a scamster and fraudster, I will support and help with all the details. Aside: Bigbasket Tata Neu is not customer centric, not secure, validation and mismanaging unique field platform please get them to upgrade their service platform ( Security / Validation and Information) also Request to correct my details in your systems Name: Vikas Pandey change from Mayank Hooda Connected E Mail ID : pandey. vikas3@tcs. com Please find the trailing e mails for reference and to take action. Regards, Vikas From: VIKAS PANDEY Sent: Friday, March 11, 2022 8:39 AM To: TataNeu Subject: RE: In reference to 488219 Dear Sweta Kumari, Please donâ€™t thank me for my patience and inconvenience since 1st Feb 2022 (last one month 10 days), do you think I did not know that when I joined â€œwe also regret to inform you that 500 NeuCoins cannot be credited in your account as you have logged in 01 Feb 2022.â€ I understand sarcasm is hard to get, so saying it as it is â€œVery bad customer serviceâ€. I am aghast to know â€œWe understand that due to some technical issue you got that error but we have done the required changes in your TataNeu profileâ€. I had clearly explained the case to at least 5 associates from Tata Digital (that is level of Customer Centric operations) this is the response. Great. Now please let me know What is the customers fault of the customer in your system security process failure. What is the customers fault when you do the technical mismatch. What is the customers fault when you donâ€™t validate the name / e mail ID . In the inadequate third-class registration system ( in terms of security, validation and mismanaging unique field in this case it is Tata Company e mail ID) of yours I have cooperated by sharing my Aadhar card as proof of Identity for changing the name from Mayank Hooda to Vikas Pandey, Follow up with your pathetic tele sales associates who all are inept to corelate simple things like e mails / tickets shared earlier, background of the case and no inclination to resolve the issue. As the 500 Neu Coins are â€œTataNeu Welcome NeuCoinsâ€ Request you to credit the same as soon as possible. Regards, Vikas Pandey From: TataNeu Sent: Friday, March 11, 2022 1:13 AM To: VIKAS PANDEY Subject: Re: In reference to 488219 ""External email. Open with Caution"" Hi Vikas, Thank you for reaching out to us, We're always here to assist you. This is in regards email address was registered with some another person's name. We apologize for the inconvenience. We understand that due to some technical issue you got that error but we have done the required changes in your TataNeu profile and we also regret to inform you that 500 NeuCoins cannot be credited in your account as you have logged in 01 Feb 2022. Thank you for your patience and understanding in this matter. Feel free to reach out to us at customercare@tatadigital. com or 18002669886 for any feedback, questions, or concerns. Keep Exploring TataNeu. Thanks, Sweta Kumari TataNeu Customer Care 498023:1499020 Dear Team, Sorry to say the response is not only poor but also the associates handling the call are inept to corelate simple things like e mails / tickets shared earlier, background of the case and no inclination to resolve the issue. Please continue I am with you Regards, Vikas From: VIKAS PANDEY Sent: Friday, March 4, 2022 9:40 PM To: TataNeu Subject: RE: Help us serve you better. Share your feedback. (Ticket Id#438417) Dear Team, Any Update. Regards, Vikas From: VIKAS PANDEY Sent: Wednesday, February 2, 2022 10:40 AM To: TataNeu Subject: RE: Help us serve you better. Share your feedback. (Ticket Id#438417) Dear TataDigital Team, When I tried to register on the Tata Neu app it said ""hey you are already registered"" then I called up the help line to know that my TCS ID pandey. vikas3@tcs. com has been registered by ""Mayank Hooda"". My few questions to the application team (by the way they have done a pathetic job in terms of security, validation and mismanaging unique field in this case it is Tata Company e mail ID) 1. What kind of validation was done to have name and corporate e mail ID mismatch and create a login 2. How was Mayanks ID created without OTP 3. My Aadhar card was taken as proof of Identity for changing the name from Mayank Hooda to Vikas Pandey then how was the ID named Mayank without any proof 4. Why it for the golden copy that my other accounts of Big Basket (exiting) connected by my mobile number changed to corporate ID Thank you & Regards, Vikas Pandey From: TataNeu Sent: Tuesday, February 1, 2022 7:15 PM To: VIKAS PANDEY Subject: Help us serve you better. Share your feedback. (Ticket Id#438417) ""External email. Open with Caution"" Hi Vikas Pandey, At TataNeu, weâ€™re constantly striving to serve you better. We would like to hear more about your experience, basis your interaction today with our Customer Care team. Please answer the questionnaire below; it would only take a few minutes. ________________________________________ Overall experience with Customer Service was as per your expectation. Strongly Disagree Disagree Somewhat Disagree Neither Agree nor Disagree Somewhat Agree Agree Strongly Agree 438417:1499020 655949:1499020",0.03584362139917695
13,update,App needs to be bug free and needs an update,0.4
13,update,"It has been several months, multiple reminders to update my mobile number in my 1MG profile. But ZERO action. Every time Iam told it will be done in 24-48 hrs. But no update.",0.03333333333333333
13,update,executive should have details about order. if the user provide order and executive don't have any new update then nothing support has been provided. Then no need to call customer care.,0.13636363636363635
13,update,"Hello, This is Prithviraj Avinash Patil. You greet my name as Kaustubh Khamkar. He is my friend. Please update my name at your end. Thanks.",0.2
13,update,"I want to update my name in my profile but I couldn't then i contact with your costomer care she ask me to mail my I'd proof of your customer care mail I'd but can I ask why if you tell me update my I'd in your app then i feel safe but I don't like to mail my I'd proof to your customer care and also it's take one to two days it is very long period in today's world don't you think that. we will happily provide our proof in your app but mail is unsafe for us i think so, thank you for reading.",0.4116666666666667
13,update,I have ordered and payment also deducted by bank but i'm still didn't receive any update what again i do order or not,0.0
13,update,"It seems that there is some technical glitch . I am unable to add first name and go forward for completion of profile. Unable to log in due to this problem. Your technical team has successfully updated my profile, but what is the use if I am unable to log in to platform to place orders. regards Ravindrababu Yarlagadda",-0.078125
13,update,When I check I I will give u good 7 numbers . we hope ur doing fantastic next update all the best,0.525
13,update,Address searching through Google map is not functioning properly. Neucoins are not being credited on each transaction. Order status is not updated,0.0
13,update,Yet to get updates. suddenly network problem from my side.,0.0
13,update,"NO resolution on my issue. First adviser said she will send me email, then she called and verified info and will send email, then called again and said i have t send email. Issue is still open after 3 days and no update on the fix.",0.125
13,update,No resolution for my query has been answered. The ticket has been closed automatically without any resolution and response. Everytime I ask for an update you guys give me a new ticket id but no resolution is happening on any of those tickets. Totally useless customer support service this is,-0.15454545454545454
13,update,"Please update Tata neu Payment system user interface should be quick or fast. at similar conditions other apps are quick (like phone pe, bhim)",0.14833333333333334
13,update,"I'm not able to get any update on issues I raised . Also customer service representative could not tell me how my corporate account with Tata digital is converted into a normal account . I have not converted it into a normal account . Being a Tata employee , I want to have all the privileges offered to us . After talking to your customer care , I'm more confused .",0.021428571428571432
13,update,Payments doesn't work. It's failed twice and still no update on refund. How am I supposed to payback credit card bill it refund doesn't processed within time.,-0.5
13,update,"Your customer care services are too good ,but please make more updates in neu app , specially add light mode too .",0.4892857142857143
13,update,Complete details are not listed on app. Please update the correct details,0.1
13,update,Customer support my feedback update features forward.,0.0
13,update,Customer care excutive is not updated,0.0
13,update,My money is still stuck and there is neither notification nor update,0.0
13,update,"I really want to use everything made in India where I can. However the experience was very very bad. With the delivery partner reaching the wrong address, calling me to tell that the order has been cancelled. To then reaching the chat on Tata Neu app (which by the way is very buggy right now.) to receive confusing updates. I have messages saying that the order will be delivered on 18th April while the Neu App. showing that the order stands cancelled. Don't know what to accept.",-0.17071428571428568
